elapsed_s,player_x,player_z,forward,left,right,jump,focused
5.70032,253.00000,86.00000,0,0,0,0,0
5.72028,253.00000,86.00000,0,0,0,0,0
5.74051,253.00000,86.00000,0,0,0,0,0
5.76023,253.00000,86.00000,0,0,0,0,0
5.78048,253.00000,86.00000,0,0,0,0,0
5.80012,253.00000,86.00000,0,0,0,0,0
5.82027,253.00000,86.00000,0,0,0,0,0
5.84042,253.00000,86.00000,0,0,0,0,0
5.86053,253.00000,86.00000,0,0,0,0,0
5.88050,253.00000,86.00000,0,0,0,0,0
5.90022,253.00000,86.00000,0,0,0,0,0
5.92030,253.00000,86.00000,0,0,0,0,0
5.94048,253.00000,86.00000,0,0,0,0,0
5.96054,253.00000,86.00000,0,0,0,0,0
5.98019,253.00000,86.00000,0,0,0,0,0
6.00035,253.00000,86.00000,0,0,0,0,0
6.02006,253.00000,86.00000,0,0,0,0,0
6.04034,253.00000,86.00000,0,0,0,0,0
6.06052,253.00000,86.00000,0,0,0,0,0
6.08051,253.00000,86.00000,0,0,0,0,0
6.10017,253.00000,86.00000,0,0,0,0,0
6.12041,253.00000,86.00000,0,0,0,0,0
6.14018,253.00000,86.00000,0,0,0,0,0
6.16036,253.00000,86.00000,0,0,0,0,0
6.18029,253.00000,86.00000,0,0,0,0,0
6.20016,253.00000,86.00000,0,0,0,0,0
6.22017,253.00000,86.00000,0,0,0,0,0
6.24011,253.00000,86.00000,0,0,0,0,0
6.26030,253.00000,86.00000,0,0,0,0,0
6.28048,253.00000,86.00000,0,0,0,0,0
6.30044,253.00000,86.00000,0,0,0,0,0
6.32042,253.00000,86.00000,0,0,0,0,0
6.34005,253.00000,86.00000,0,0,0,0,0
6.36020,253.00000,86.00000,0,0,0,0,0
6.38040,253.00000,86.00000,0,0,0,0,0
6.40041,253.00000,86.00000,0,0,0,0,0
6.42041,253.00000,86.00000,0,0,0,0,0
6.44034,253.00000,86.00000,0,0,0,0,0
6.46052,253.00000,86.00000,0,0,0,0,0
6.48016,253.00000,86.00000,0,0,0,0,0
6.50039,253.00000,86.00000,0,0,0,0,0
6.52039,253.00000,86.00000,0,0,0,0,0
6.54022,253.00000,86.00000,0,0,0,0,0
6.56050,253.00000,86.00000,0,0,0,0,0
6.58012,253.00000,86.00000,0,0,0,0,0
6.60040,253.00000,86.00000,0,0,0,0,0
6.62009,253.00000,86.00000,0,0,0,0,0
6.64037,253.00000,86.00000,0,0,0,0,0
6.66017,253.00000,86.00000,0,0,0,0,0
6.68013,253.00000,86.00000,0,0,0,0,0
6.70008,253.00000,86.00000,0,0,0,0,0
6.72032,253.00000,86.00000,0,0,0,0,0
6.74022,253.00000,86.00000,0,0,0,0,0
6.76018,253.00000,86.00000,0,0,0,0,0
6.78017,253.00000,86.00000,0,0,0,0,0
6.80051,253.00000,86.00000,0,0,0,0,0
6.82020,253.00000,86.00000,0,0,0,0,0
6.84029,253.00000,86.00000,0,0,0,0,0
6.86025,253.00000,86.00000,0,0,0,0,0
6.88036,253.00000,86.00000,0,0,0,0,0
6.90008,253.00000,86.00000,0,0,0,0,0
6.92015,253.00000,86.00000,0,0,0,0,0
6.94039,253.00000,86.00000,0,0,0,0,0
6.96092,253.00000,86.00000,0,0,0,0,0
6.98021,253.00000,86.00000,0,0,0,0,0
7.00035,253.00000,86.00000,0,0,0,0,0
7.02045,253.00000,86.00000,0,0,0,0,0
7.04029,253.00000,86.00000,0,0,0,0,0
7.06010,253.00000,86.00000,0,0,0,0,0
7.08030,253.00000,86.00000,0,0,0,0,0
7.10005,253.00000,86.00000,0,0,0,0,0
7.12016,253.00000,86.00000,0,0,0,0,0
7.14063,253.00000,86.00000,0,0,0,0,0
7.16055,253.00000,86.00000,0,0,0,0,0
7.18032,253.00000,86.00000,0,0,0,0,0
7.20016,253.00000,86.00000,0,0,0,0,0
7.22035,253.00000,86.00000,0,0,0,0,0
7.24038,253.00000,86.00000,0,0,0,0,0
7.26012,253.00000,86.00000,0,0,0,0,0
7.28038,253.00000,86.00000,0,0,0,0,0
7.30031,253.00000,86.00000,0,0,0,0,0
7.32049,253.00000,86.00000,0,0,0,0,0
7.34013,253.00000,86.00000,0,0,0,0,0
7.36012,253.00000,86.00000,0,0,0,0,0
7.38030,253.00000,86.00000,0,0,0,0,0
7.40010,253.00000,86.00000,0,0,0,0,0
7.42038,253.00000,86.00000,0,0,0,0,0
7.44044,253.00000,86.00000,0,0,0,0,0
7.46016,253.00000,86.00000,0,0,0,0,0
7.48055,253.00000,86.00000,0,0,0,0,0
7.50029,253.00000,86.00000,0,0,0,0,0
7.52009,253.00000,86.00000,0,0,0,0,0
7.54037,253.00000,86.00000,0,0,0,0,0
7.56010,253.00000,86.00000,0,0,0,0,0
7.58036,253.00000,86.00000,0,0,0,0,0
7.60008,253.00000,86.00000,0,0,0,0,0
7.62045,253.00000,86.00000,0,0,0,0,0
7.64012,253.00000,86.00000,0,0,0,0,0
7.66026,253.00000,86.00000,0,0,0,0,0
7.68048,253.00000,86.00000,0,0,0,0,0
7.70028,253.00000,86.00000,0,0,0,0,0
7.72051,253.00000,86.00000,0,0,0,0,0
7.74011,253.00000,86.00000,0,0,0,0,0
7.76048,253.00000,86.00000,0,0,0,0,0
7.78019,253.00000,86.00000,0,0,0,0,0
7.80014,253.00000,86.00000,0,0,0,0,0
7.82024,253.00000,86.00000,0,0,0,0,0
